"","model","nugget","range","psill","estimType","R2","RMSE"
"117","Gau",0.5,50000,3.06594973699591,"OLS",0.322848401390038,1.45572800492499
"118","Gau",0.5,50000,3.06594973699591,"REML",0.392478499026996,1.46589544312925
"119","Mat",0.5,50000,3.06594973699591,"OLS",0.542051159726059,1.18058081867491
"120","Mat",0.5,50000,3.06594973699591,"REML",0.566693821785071,1.14359974589774
"121","Exp",0.5,80000,3.06594973699591,"OLS",0.584629974036288,1.12659019886664
"122","Exp",0.5,80000,3.06594973699591,"REML",0.598167372384832,1.10166000747942
"123","Sph",0.5,80000,3.06594973699591,"OLS",0.402278217883228,1.34439916876334
"124","Sph",0.5,80000,3.06594973699591,"REML",0.434791991849566,1.30530831657198
"125","Gau",0.5,80000,3.06594973699591,"OLS",0.0509149395889947,1.69208044034248
"126","Gau",0.5,80000,3.06594973699591,"REML",0.628871268318322,1.06027114883105
"127","Mat",0.5,80000,3.06594973699591,"OLS",0.590697878487996,1.12336979330594
"128","Mat",0.5,80000,3.06594973699591,"REML",0.649693968733593,1.03086400997825
"129","Exp",1.5,10000,3.06594973699591,"OLS",0.563997151019177,1.15235746094935
"130",,,,,,,
"131","Sph",1.5,10000,3.06594973699591,"OLS",0.108875895315227,1.76342244563451
"132","Sph",1.5,10000,3.06594973699591,"REML",0.000333785185109731,1.73988584189538
"133","Gau",1.5,10000,3.06594973699591,"OLS",0.0403482022936759,1.76400017210847
"134","Gau",1.5,10000,3.06594973699591,"REML",0.00806593746322026,1.72949929597437
"135","Mat",1.5,10000,3.06594973699591,"OLS",0.626942208029958,1.09136445260508
"136",,,,,,,
"137","Exp",1.5,30000,3.06594973699591,"OLS",0.61771728234566,1.09745040624354
"138","Exp",1.5,30000,3.06594973699591,"REML",0.534309533114053,1.18856441399112
"139","Sph",1.5,30000,3.06594973699591,"OLS",0.147027275779349,1.63808445654214
"140","Sph",1.5,30000,3.06594973699591,"REML",0.0438863849038205,1.69847771514036
"141","Gau",1.5,30000,3.06594973699591,"OLS",0.322915007422058,1.45692466848101
"142","Gau",1.5,30000,3.06594973699591,"REML",0.349333763440089,1.41412498599086
"143","Mat",1.5,30000,3.06594973699591,"OLS",0.584603186403438,1.1371310821145
"144","Mat",1.5,30000,3.06594973699591,"REML",0.624619738996958,1.10002719845919
"145","Exp",1.5,50000,3.06594973699591,"OLS",0.616181463613008,1.10255386530479
"146","Exp",1.5,50000,3.06594973699591,"REML",0.525819796774849,1.19744118515181
"147","Sph",1.5,50000,3.06594973699591,"OLS",0.162768775955181,1.65175046482941
"148",,,,,,,
"149","Gau",1.5,50000,3.06594973699591,"OLS",0.296276331129348,1.47787834498629
"150","Gau",1.5,50000,3.06594973699591,"REML",0.384704278109457,1.49479485831197
"151","Mat",1.5,50000,3.06594973699591,"OLS",0.564780914207001,1.15255532835778
"152","Mat",1.5,50000,3.06594973699591,"REML",0.599506104687497,1.10022128136501
"153","Exp",1.5,80000,3.06594973699591,"OLS",0.580167918189172,1.13544405688547
"154","Exp",1.5,80000,3.06594973699591,"REML",0.615832219045094,1.07835973074849
"155","Sph",1.5,80000,3.06594973699591,"OLS",0.462673973045232,1.2742265665867
"156","Sph",1.5,80000,3.06594973699591,"REML",0.501072594529225,1.23352793857185
"157","Gau",1.5,80000,3.06594973699591,"OLS",0.141221450929934,1.64376490722079
"158","Gau",1.5,80000,3.06594973699591,"REML",0.623635838348253,1.0661205858696
"159","Mat",1.5,80000,3.06594973699591,"OLS",0.563121441411613,1.1592032483362
"160","Mat",1.5,80000,3.06594973699591,"REML",0.641142548589094,1.04493371318664
